id,value_1,value_4,time
11560,1,members,1506642614
11561,52,guests,1506643456
11562,1,members,1506643456
11563,71,guests,1506644302
11564,1,members,1506644302
11565,48,guests,1506645144
11566,1,members,1506645144
11567,68,guests,1506645988
11568,1,members,1506645988
11569,58,guests,1506646829
11570,1,members,1506646829
11571,49,guests,1506647675
11572,1,members,1506647675
11573,39,guests,1506648522
11574,1,members,1506648522
11575,57,guests,1506649363
11576,1,members,1506649363
11577,40,guests,1506650204
11578,1,members,1506650204
11579,45,guests,1506651046
11580,45,guests,1506651046
11581,1,members,1506651046
11582,1,members,1506651046
11583,67,guests,1506651887
11584,1,members,1506651887
11585,52,guests,1506652729
11586,1,members,1506652729
11587,43,guests,1506653573
11588,1,members,1506653573
11589,57,guests,1506654414
11590,1,members,1506654414
11591,79,guests,1506655255
11592,1,members,1506655255
11593,45,guests,1506656100
11594,1,members,1506656100
11595,61,guests,1506656943
11596,1,members,1506656943
11597,54,guests,1506657793
11598,1,members,1506657793
11599,63,guests,1506658637
11600,1,members,1506658637
11601,65,guests,1506659478
11602,1,members,1506659478
11603,64,guests,1506660319
11604,1,members,1506660319
11605,57,guests,1506661161
11606,1,members,1506661161
11607,60,guests,1506662004
11608,1,members,1506662004
11609,52,guests,1506662847
11610,1,members,1506662847
11611,47,guests,1506663688
11612,1,members,1506663688
11613,39,guests,1506664530
11614,1,members,1506664530
11615,48,guests,1506665374
11616,1,members,1506665374
11617,45,guests,1506666216
11618,1,members,1506666216
11619,51,guests,1506667057
11620,1,members,1506667057
11621,46,guests,1506667906
11622,1,members,1506667906
11623,57,guests,1506668752
11624,1,members,1506668752
11625,37,guests,1506669593
11626,1,members,1506669593
11627,53,guests,1506670434
11628,1,members,1506670434
11629,40,guests,1506671278
11630,1,members,1506671278
11631,48,guests,1506672120
11632,1,members,1506672120
11633,37,guests,1506672971
11634,1,members,1506672971
11635,48,guests,1506673812
11636,1,members,1506673812
11637,38,guests,1506674654
11638,1,members,1506674654
11639,49,guests,1506675495
11640,1,members,1506675495
11641,29,guests,1506676340
11642,1,members,1506676340
11643,43,guests,1506677193
11644,1,members,1506677193
11645,54,guests,1506678035
11646,1,members,1506678035
11647,44,guests,1506678878
11648,1,members,1506678878
11649,58,guests,1506679725
11650,1,members,1506679725
11651,50,guests,1506680566
11652,1,members,1506680566
11653,58,guests,1506681409
11654,1,members,1506681409
11655,57,guests,1506682286
11656,1,members,1506682286
11657,75,guests,1506683135
11658,1,members,1506683135
11659,59,guests,1506683993
11660,1,members,1506683993
11661,50,guests,1506684843
11662,1,members,1506684843
11663,52,guests,1506685690
11664,1,members,1506685690
11665,58,guests,1506686531
11666,1,members,1506686531
11667,39,guests,1506687372
11668,1,members,1506687372
11669,53,guests,1506688213
11670,1,members,1506688213
11671,42,guests,1506689056
11672,1,members,1506689056
11673,39,guests,1506689899
11674,1,members,1506689899
11675,48,guests,1506690741
11676,1,members,1506690741
11677,66,guests,1506691585
11678,1,members,1506691585
11679,53,guests,1506692426
11680,1,members,1506692426
11681,37,guests,1506693267
11682,1,members,1506693267
11683,45,guests,1506694111
11684,1,members,1506694111
11685,38,guests,1506694953
11686,1,members,1506694953
11687,50,guests,1506695794
11688,1,members,1506695794
11689,60,guests,1506696638
11690,1,members,1506696638
11691,60,guests,1506697486
11692,1,members,1506697486
11693,86,guests,1506698327
11694,1,members,1506698327
11695,64,guests,1506699169
11696,1,members,1506699169
11697,80,guests,1506700010
11698,80,guests,1506700010
11699,1,members,1506700010
11700,1,members,1506700010
11701,69,guests,1506700854
11702,1,members,1506700854
11703,86,guests,1506701696
11704,1,members,1506701696
11705,55,guests,1506702537
11706,1,members,1506702537
11707,92,guests,1506703379
11708,1,members,1506703379
11709,68,guests,1506704223
11710,1,members,1506704223
11711,86,guests,1506705067
11712,1,members,1506705067
11713,67,guests,1506705908
11714,1,members,1506705908
11715,86,guests,1506706749
11716,1,members,1506706749
11717,107,guests,1506707592
11718,1,members,1506707592
11719,44,guests,1506708436
11720,1,members,1506708436
11721,73,guests,1506709278
11722,1,members,1506709278
11723,69,guests,1506710120
11724,1,members,1506710120
11725,81,guests,1506710961
11726,1,members,1506710961
11727,41,guests,1506711804
11728,1,members,1506711804
11729,35,guests,1506712645
11730,1,members,1506712645
11731,48,guests,1506713486
11732,1,members,1506713486
11733,49,guests,1506714330
11734,1,members,1506714330
11735,63,guests,1506715171
11736,1,members,1506715171
11737,77,guests,1506716012
11738,1,members,1506716012
11739,56,guests,1506716855
11740,1,members,1506716855
11741,76,guests,1506717697
11742,1,members,1506717697
11743,49,guests,1506718552
11744,1,members,1506718552
11745,74,guests,1506719397
11746,1,members,1506719397
11747,61,guests,1506720238
11748,1,members,1506720238
11749,44,guests,1506721082
11750,1,members,1506721082
11751,52,guests,1506721924
11752,1,members,1506721924
11753,66,guests,1506722767
11754,1,members,1506722767
11755,47,guests,1506723612
11756,1,members,1506723612
11757,44,guests,1506724458
11758,1,members,1506724458
11759,44,guests,1506725303
11760,1,members,1506725303
11761,67,guests,1506726144
11762,1,members,1506726144
11763,61,guests,1506726985
11764,1,members,1506726985
11765,74,guests,1506727827
11766,1,members,1506727827
11767,75,guests,1506728669
11768,1,members,1506728669
11769,93,guests,1506729514
11770,1,members,1506729514
11771,112,guests,1506730368
11772,1,members,1506730368
11773,98,guests,1506731209
11774,1,members,1506731209
11775,118,guests,1506732050
11776,1,members,1506732050
11777,90,guests,1506732891
11778,1,members,1506732891
11779,105,guests,1506733738
11780,1,members,1506733738
11781,57,guests,1506734584
11782,1,members,1506734584
11783,72,guests,1506735426
11784,1,members,1506735426
11785,60,guests,1506736269
11786,1,members,1506736269
11787,80,guests,1506737113
11788,1,members,1506737113
11789,66,guests,1506737963
11790,1,members,1506737963
11791,82,guests,1506738806
11792,1,members,1506738806
11793,58,guests,1506739648
11794,1,members,1506739648
11795,55,guests,1506740490
11796,1,members,1506740490
11797,56,guests,1506741334
11798,1,members,1506741334
11799,48,guests,1506742181
11800,1,members,1506742181
11801,51,guests,1506743023
11802,1,members,1506743023
11803,53,guests,1506743865
11804,53,guests,1506743865
11805,53,guests,1506743865
11806,53,guests,1506743865
11807,1,members,1506743865
11808,1,members,1506743865
11809,1,members,1506743865
11810,1,members,1506743865
11811,61,guests,1506744715
11812,1,members,1506744715
11813,50,guests,1506745560
11814,1,members,1506745560
11815,34,guests,1506746402
11816,1,members,1506746402
11817,56,guests,1506747252
11818,1,members,1506747252
11819,52,guests,1506748100
11820,1,members,1506748100
11821,69,guests,1506748942
11822,1,members,1506748942
11823,77,guests,1506749784
11824,1,members,1506749784
11825,51,guests,1506750626
11826,1,members,1506750626
11827,47,guests,1506751471
11828,1,members,1506751471
11829,63,guests,1506752327
11830,1,members,1506752327
11831,50,guests,1506753172
11832,1,members,1506753172
11833,55,guests,1506754017
11834,1,members,1506754017
11835,36,guests,1506754866
11836,1,members,1506754866
11837,38,guests,1506755711
11838,1,members,1506755711
11839,32,guests,1506756554
11840,1,members,1506756554
11841,43,guests,1506757396
11842,1,members,1506757396
11843,87,guests,1506758240
11844,1,members,1506758240
11845,89,guests,1506759081
11846,1,members,1506759081
11847,94,guests,1506759922
11848,1,members,1506759922
11849,51,guests,1506760767
11850,1,members,1506760767
11851,41,guests,1506761608
11852,1,members,1506761608
11853,45,guests,1506762450
11854,1,members,1506762450
11855,62,guests,1506763291
11856,1,members,1506763291
11857,42,guests,1506764147
11858,1,members,1506764147
11859,40,guests,1506764989
11860,1,members,1506764989
11861,33,guests,1506765833
11862,1,members,1506765833
11863,44,guests,1506766674
11864,1,members,1506766674
11865,29,guests,1506767516
11866,1,members,1506767516
11867,41,guests,1506768360
11868,1,members,1506768360
11869,46,guests,1506769202
11870,1,members,1506769202
11871,59,guests,1506770044
11872,1,members,1506770044
11873,51,guests,1506770893
11874,1,members,1506770893
11875,55,guests,1506771734
11876,1,members,1506771734
11877,44,guests,1506772575
11878,1,members,1506772575
11879,51,guests,1506773417
11880,1,members,1506773417
11881,51,guests,1506773417
11882,1,members,1506773417
11883,35,guests,1506774267
11884,1,members,1506774267
11885,39,guests,1506775112
11886,1,members,1506775112
11887,43,guests,1506775954
11888,1,members,1506775954
11889,53,guests,1506776805
11890,1,members,1506776805
11891,39,guests,1506777652
11892,1,members,1506777652
11893,58,guests,1506778494
11894,1,members,1506778494
11895,45,guests,1506779343
11896,1,members,1506779343
11897,54,guests,1506780188
11898,1,members,1506780188
11899,40,guests,1506781030
11900,1,members,1506781030
11901,58,guests,1506781874
11902,1,members,1506781874
11903,37,guests,1506782715
11904,1,members,1506782715
11905,47,guests,1506783560
11906,1,members,1506783560
11907,74,guests,1506784404
11908,1,members,1506784404
11909,73,guests,1506785247
11910,1,members,1506785247
11911,70,guests,1506786088
11912,1,members,1506786088
11913,71,guests,1506786931
11914,1,members,1506786931
11915,75,guests,1506787776
11916,1,members,1506787776
11917,63,guests,1506788619
11918,1,members,1506788619
11919,37,guests,1506789460
11920,1,members,1506789460
11921,52,guests,1506790302
11922,1,members,1506790302
11923,69,guests,1506791143
11924,1,members,1506791143
11925,68,guests,1506791988
11926,1,members,1506791988
11927,54,guests,1506792832
11928,1,members,1506792832
11929,51,guests,1506793675
11930,1,members,1506793675
11931,64,guests,1506794516
11932,1,members,1506794516
11933,53,guests,1506795358
11934,1,members,1506795358
11935,72,guests,1506796201
11936,1,members,1506796201
11937,57,guests,1506797042
11938,1,members,1506797042
11939,69,guests,1506797885
11940,1,members,1506797885
11941,48,guests,1506798726
11942,1,members,1506798726
11943,57,guests,1506799570
11944,1,members,1506799570
11945,59,guests,1506800411
11946,1,members,1506800411
11947,61,guests,1506801254
11948,1,members,1506801254
11949,54,guests,1506802096
11950,54,guests,1506802096
11951,54,guests,1506802096
11952,1,members,1506802096
11953,1,members,1506802096
11954,1,members,1506802096
11955,45,guests,1506802938
11956,1,members,1506802938
11957,51,guests,1506803779
11958,1,members,1506803779
11959,70,guests,1506804621
11960,1,members,1506804621
11961,56,guests,1506805467
11962,1,members,1506805467
11963,85,guests,1506806309
11964,1,members,1506806309
11965,56,guests,1506807152
11966,1,members,1506807152
11967,81,guests,1506807995
11968,1,members,1506807995
11969,94,guests,1506808842
11970,1,members,1506808842
11971,70,guests,1506809685
11972,1,members,1506809685
11973,65,guests,1506810526
11974,1,members,1506810526
11975,62,guests,1506811369
11976,1,members,1506811369
11977,60,guests,1506812214
11978,1,members,1506812214
11979,61,guests,1506813065
11980,1,members,1506813065
11981,85,guests,1506813914
11982,1,members,1506813914
11983,66,guests,1506814757
11984,1,members,1506814757
11985,85,guests,1506815602
11986,1,members,1506815602
11987,64,guests,1506816445
11988,1,members,1506816445
11989,60,guests,1506817286
11990,1,members,1506817286
11991,53,guests,1506818127
11992,1,members,1506818127
11993,41,guests,1506818976
11994,1,members,1506818976
11995,56,guests,1506819817
11996,1,members,1506819817
11997,71,guests,1506820667
11998,1,members,1506820667
11999,51,guests,1506821511
12000,1,members,1506821511
12001,70,guests,1506822355
12002,1,members,1506822355
12003,56,guests,1506823196
12004,1,members,1506823196
12005,66,guests,1506824044
12006,1,members,1506824044
12007,31,guests,1506824889
12008,1,members,1506824889
12009,44,guests,1506825733
12010,1,members,1506825733
12011,44,guests,1506826581
12012,1,members,1506826581
12013,59,guests,1506827425
12014,1,members,1506827425
12015,43,guests,1506828267
12016,1,members,1506828267
12017,58,guests,1506829108
12018,2,members,1506829108
12019,40,guests,1506829951
12020,1,members,1506829951
12021,53,guests,1506830792
12022,1,members,1506830792
12023,50,guests,1506831639
12024,50,guests,1506831639
12025,1,members,1506831639
12026,1,members,1506831639
12027,76,guests,1506832481
12028,1,members,1506832481
12029,45,guests,1506833328
12030,1,members,1506833328
12031,56,guests,1506834170
12032,1,members,1506834170
12033,40,guests,1506835011
12034,1,members,1506835011
12035,61,guests,1506835855
12036,61,guests,1506835855
12037,1,members,1506835855
12038,1,members,1506835855
12039,73,guests,1506836702
12040,1,members,1506836702
12041,49,guests,1506837543
12042,1,members,1506837543
12043,55,guests,1506838389
12044,1,members,1506838389
12045,57,guests,1506839233
12046,1,members,1506839233
12047,76,guests,1506840075
12048,1,members,1506840075
12049,65,guests,1506840918
12050,1,members,1506840918
12051,71,guests,1506841763
12052,1,members,1506841763
12053,60,guests,1506842609
12054,1,members,1506842609
12055,71,guests,1506843452
12056,1,members,1506843452
12057,40,guests,1506844293
12058,1,members,1506844293
12059,55,guests,1506845134
12060,1,members,1506845134
12061,43,guests,1506845980
12062,1,members,1506845980
12063,57,guests,1506846823
12064,1,members,1506846823
12065,40,guests,1506847667
12066,1,members,1506847667
12067,36,guests,1506848515
12068,1,members,1506848515
12069,54,guests,1506849362
12070,1,members,1506849362
12071,55,guests,1506850204
12072,1,members,1506850204
12073,43,guests,1506851045
12074,1,members,1506851045
12075,56,guests,1506851890
12076,1,members,1506851890
12077,45,guests,1506852731
12078,1,members,1506852731
12079,56,guests,1506853573
12080,1,members,1506853573
12081,34,guests,1506854414
12082,1,members,1506854414
12083,51,guests,1506855256
12084,1,members,1506855256
12085,41,guests,1506856098
12086,1,members,1506856098
12087,48,guests,1506856940
12088,1,members,1506856940
12089,36,guests,1506857785
12090,1,members,1506857785
12091,49,guests,1506858630
12092,1,members,1506858630
12093,29,guests,1506859471
12094,1,members,1506859471
12095,36,guests,1506860313
12096,1,members,1506860313
12097,49,guests,1506861157
12098,1,members,1506861157
12099,36,guests,1506861998
12100,1,members,1506861998
12101,51,guests,1506862840
12102,1,members,1506862840
12103,47,guests,1506863684
12104,1,members,1506863684
12105,60,guests,1506864525
12106,1,members,1506864525
12107,53,guests,1506865366
12108,1,members,1506865366
12109,44,guests,1506866207
12110,1,members,1506866207
12111,56,guests,1506867049
12112,1,members,1506867049
12113,77,guests,1506867892
12114,1,members,1506867892
12115,63,guests,1506868734
12116,1,members,1506868734
12117,63,guests,1506869575
12118,1,members,1506869575
12119,56,guests,1506870416
12120,1,members,1506870416
12121,65,guests,1506871260
12122,1,members,1506871260
12123,76,guests,1506872103
12124,1,members,1506872103
12125,75,guests,1506872946
12126,1,members,1506872946
12127,73,guests,1506873788
12128,1,members,1506873788
12129,77,guests,1506874630
12130,1,members,1506874630
12131,63,guests,1506875475
12132,1,members,1506875475
12133,91,guests,1506876318
12134,1,members,1506876318
12135,68,guests,1506877160
12136,1,members,1506877160
12137,96,guests,1506878001
12138,1,members,1506878001
12139,60,guests,1506878843
12140,2,members,1506878843
12141,82,guests,1506879687
12142,1,members,1506879687
12143,55,guests,1506880528
12144,1,members,1506880528
12145,78,guests,1506881373
12146,1,members,1506881373
12147,62,guests,1506882216
12148,1,members,1506882216
12149,80,guests,1506883057
12150,1,members,1506883057
12151,50,guests,1506883902
12152,1,members,1506883902
12153,68,guests,1506884749
12154,1,members,1506884749
12155,57,guests,1506885593
12156,57,guests,1506885593
12157,1,members,1506885593
12158,1,members,1506885593
12159,53,guests,1506886437
12160,53,guests,1506886437
12161,1,members,1506886437
12162,1,members,1506886437
12163,74,guests,1506887283
12164,1,members,1506887283
12165,57,guests,1506888125
12166,2,members,1506888125
12167,67,guests,1506888967
12168,1,members,1506888967
12169,62,guests,1506889810
12170,1,members,1506889810
12171,51,guests,1506890652
12172,1,members,1506890652
12173,102,guests,1506891494
12174,1,members,1506891494
12175,84,guests,1506892336
12176,1,members,1506892336
12177,50,guests,1506893178
12178,1,members,1506893178
12179,71,guests,1506894020
12180,1,members,1506894020
12181,65,guests,1506894862
12182,1,members,1506894862
12183,92,guests,1506895703
12184,92,guests,1506895703
12185,1,members,1506895703
12186,1,members,1506895703
12187,61,guests,1506896547
12188,1,members,1506896547
12189,51,guests,1506897388
12190,1,members,1506897388
12191,54,guests,1506898230
12192,1,members,1506898230
12193,85,guests,1506899071
12194,1,members,1506899071
12195,71,guests,1506899913
12196,1,members,1506899913
12197,93,guests,1506900755
12198,1,members,1506900755
12199,66,guests,1506901596
12200,1,members,1506901596
12201,52,guests,1506902438
12202,1,members,1506902438
12203,62,guests,1506903284
12204,1,members,1506903284
12205,66,guests,1506904126
12206,1,members,1506904126
12207,52,guests,1506904973
12208,1,members,1506904973
12209,68,guests,1506905815
12210,1,members,1506905815
12211,42,guests,1506906656
12212,1,members,1506906656
12213,58,guests,1506907506
12214,58,guests,1506907506
12215,1,members,1506907506
12216,1,members,1506907506
12217,50,guests,1506908347
12218,1,members,1506908347
12219,78,guests,1506909188
12220,1,members,1506909188
12221,54,guests,1506910040
12222,1,members,1506910040
12223,76,guests,1506910883
12224,1,members,1506910883
12225,53,guests,1506911728
12226,1,members,1506911728
12227,48,guests,1506912572
12228,1,members,1506912572
12229,66,guests,1506913413
12230,1,members,1506913413
12231,67,guests,1506914281
12232,1,members,1506914281
12233,82,guests,1506915122
12234,1,members,1506915122
12235,65,guests,1506915967
12236,2,members,1506915967
12237,84,guests,1506916812
12238,2,members,1506916812
12239,59,guests,1506917653
12240,1,members,1506917653
12241,68,guests,1506918499
12242,1,members,1506918499
12243,59,guests,1506919342
12244,1,members,1506919342
12245,34,guests,1506920183
12246,1,members,1506920183
12247,48,guests,1506921025
12248,1,members,1506921025
12249,67,guests,1506921869
12250,1,members,1506921869
12251,55,guests,1506922710
12252,1,members,1506922710
12253,72,guests,1506923556
12254,1,members,1506923556
12255,49,guests,1506924403
12256,1,members,1506924403
12257,58,guests,1506925249
12258,1,members,1506925249
12259,39,guests,1506926090
12260,1,members,1506926090
12261,54,guests,1506926933
12262,1,members,1506926933
12263,37,guests,1506927779
12264,1,members,1506927779
12265,47,guests,1506928621
12266,1,members,1506928621
12267,42,guests,1506929479
12268,1,members,1506929479
12269,54,guests,1506930321
12270,1,members,1506930321
12271,43,guests,1506931167
12272,1,members,1506931167
12273,52,guests,1506932009
12274,1,members,1506932009
12275,50,guests,1506932850
12276,1,members,1506932850
12277,64,guests,1506933694
12278,1,members,1506933694
12279,36,guests,1506934536
12280,1,members,1506934536
12281,40,guests,1506935379
12282,1,members,1506935379
12283,42,guests,1506936222
12284,1,members,1506936222
12285,56,guests,1506937063
12286,1,members,1506937063
12287,37,guests,1506937909
12288,1,members,1506937909
12289,45,guests,1506938752
12290,1,members,1506938752
12291,57,guests,1506939595
12292,1,members,1506939595
12293,51,guests,1506940437
12294,1,members,1506940437
12295,33,guests,1506941281
12296,1,members,1506941281
12297,47,guests,1506942124
12298,1,members,1506942124
12299,51,guests,1506942967
12300,1,members,1506942967
12301,46,guests,1506943808
12302,1,members,1506943808
12303,60,guests,1506944650
12304,1,members,1506944650
12305,45,guests,1506945492
12306,45,guests,1506945492
12307,1,members,1506945492
12308,1,members,1506945492
12309,67,guests,1506946335
12310,1,members,1506946335
12311,60,guests,1506947178
12312,1,members,1506947178
12313,46,guests,1506948024
12314,1,members,1506948024
12315,51,guests,1506948869
12316,1,members,1506948869
12317,66,guests,1506949714
12318,1,members,1506949714
12319,54,guests,1506950556
12320,1,members,1506950556
12321,70,guests,1506951398
12322,1,members,1506951398
12323,60,guests,1506952239
12324,1,members,1506952239
12325,65,guests,1506953084
12326,1,members,1506953084
12327,54,guests,1506953928
12328,1,members,1506953928
12329,38,guests,1506954776
12330,1,members,1506954776
12331,52,guests,1506955618
12332,1,members,1506955618
12333,75,guests,1506956459
12334,1,members,1506956459
12335,58,guests,1506957306
12336,1,members,1506957306
12337,82,guests,1506958149
12338,1,members,1506958149
12339,61,guests,1506958991
12340,1,members,1506958991
12341,63,guests,1506959834
12342,1,members,1506959834
12343,54,guests,1506960684
12344,1,members,1506960684
12345,69,guests,1506961525
12346,1,members,1506961525
12347,65,guests,1506962367
12348,1,members,1506962367
12349,70,guests,1506963209
12350,1,members,1506963209
12351,52,guests,1506964055
12352,1,members,1506964055
12353,74,guests,1506964899
12354,1,members,1506964899
12355,59,guests,1506965741
12356,1,members,1506965741
12357,71,guests,1506966582
12358,1,members,1506966582
12359,80,guests,1506967424
12360,1,members,1506967424
12361,52,guests,1506968267
12362,1,members,1506968267
12363,71,guests,1506969112
12364,1,members,1506969112
12365,61,guests,1506969953
12366,1,members,1506969953
12367,80,guests,1506970799
12368,1,members,1506970799
12369,65,guests,1506971641
12370,1,members,1506971641
12371,67,guests,1506972483
12372,1,members,1506972483
12373,59,guests,1506973326
12374,1,members,1506973326
12375,73,guests,1506974168
12376,1,members,1506974168
12377,57,guests,1506975011
12378,1,members,1506975011
12379,78,guests,1506975854
12380,1,members,1506975854
12381,71,guests,1506976696
12382,1,members,1506976696
12383,59,guests,1506977538
12384,1,members,1506977538
12385,57,guests,1506978380
12386,1,members,1506978380
12387,77,guests,1506979223
12388,1,members,1506979223
12389,62,guests,1506980075
12390,1,members,1506980075
12391,69,guests,1506980916
12392,1,members,1506980916
12393,54,guests,1506981769
12394,1,members,1506981769
12395,70,guests,1506982621
12396,1,members,1506982621
12397,49,guests,1506983463
12398,1,members,1506983463
12399,57,guests,1506984304
12400,1,members,1506984304
12401,49,guests,1506985145
12402,1,members,1506985145
12403,52,guests,1506985987
12404,1,members,1506985987
12405,53,guests,1506986828
12406,1,members,1506986828
12407,55,guests,1506987672
12408,1,members,1506987672
12409,42,guests,1506988515
12410,1,members,1506988515
12411,60,guests,1506989357
12412,1,members,1506989357
12413,40,guests,1506990200
12414,1,members,1506990200
12415,52,guests,1506991044
12416,1,members,1506991044
12417,65,guests,1506991886
12418,1,members,1506991886
12419,75,guests,1506992729
12420,1,members,1506992729
12421,51,guests,1506993571
12422,1,members,1506993571
12423,54,guests,1506994417
12424,1,members,1506994417
12425,70,guests,1506995268
12426,1,members,1506995268
12427,50,guests,1506996109
12428,1,members,1506996109
12429,69,guests,1506996951
12430,1,members,1506996951
12431,54,guests,1506997793
12432,1,members,1506997793
12433,64,guests,1506998637
12434,1,members,1506998637
12435,55,guests,1506999479
12436,1,members,1506999479
12437,68,guests,1507000320
12438,1,members,1507000320
12439,48,guests,1507001161
12440,1,members,1507001161
12441,62,guests,1507002002
12442,1,members,1507002002
12443,35,guests,1507002844
12444,1,members,1507002844
12445,48,guests,1507003687
12446,1,members,1507003687
12447,46,guests,1507004529
12448,1,members,1507004529
12449,45,guests,1507005372
12450,1,members,1507005372
12451,53,guests,1507006219
12452,1,members,1507006219
12453,53,guests,1507007063
12454,1,members,1507007063
12455,45,guests,1507007904
12456,1,members,1507007904
12457,58,guests,1507008746
12458,1,members,1507008746
12459,40,guests,1507009594
12460,1,members,1507009594
12461,43,guests,1507010439
12462,1,members,1507010439
12463,54,guests,1507011280
12464,1,members,1507011280
12465,60,guests,1507012127
12466,1,members,1507012127
12467,45,guests,1507012968
12468,1,members,1507012968
12469,41,guests,1507013811
12470,1,members,1507013811
12471,43,guests,1507014652
12472,1,members,1507014652
12473,55,guests,1507015495
12474,1,members,1507015495
12475,39,guests,1507016336
12476,1,members,1507016336
12477,52,guests,1507017178
12478,1,members,1507017178
12479,59,guests,1507018022
12480,1,members,1507018022
12481,47,guests,1507018864
12482,1,members,1507018864
12483,55,guests,1507019705
12484,1,members,1507019705
12485,51,guests,1507020546
12486,1,members,1507020546
12487,61,guests,1507021388
12488,1,members,1507021388
12489,44,guests,1507022231
12490,1,members,1507022231
12491,52,guests,1507023075
12492,1,members,1507023075
12493,30,guests,1507023922
12494,1,members,1507023922
12495,39,guests,1507024763
12496,1,members,1507024763
12497,39,guests,1507025604
12498,1,members,1507025604
12499,51,guests,1507026452
12500,1,members,1507026452
12501,36,guests,1507027293
12502,1,members,1507027293
12503,46,guests,1507028141
12504,1,members,1507028141
12505,36,guests,1507028982
12506,1,members,1507028982
12507,48,guests,1507029829
12508,1,members,1507029829
12509,46,guests,1507030671
12510,1,members,1507030671
12511,37,guests,1507031515
12512,1,members,1507031515
12513,40,guests,1507032358
12514,1,members,1507032358
12515,52,guests,1507033199
12516,1,members,1507033199
12517,33,guests,1507034040
12518,1,members,1507034040
12519,49,guests,1507034882
12520,1,members,1507034882
12521,42,guests,1507035727
12522,1,members,1507035727
12523,45,guests,1507036572
12524,1,members,1507036572
12525,47,guests,1507037414
12526,1,members,1507037414
12527,56,guests,1507038255
12528,1,members,1507038255
12529,41,guests,1507039098
12530,1,members,1507039098
12531,51,guests,1507039940
12532,1,members,1507039940
12533,30,guests,1507040783
12534,1,members,1507040783
12535,35,guests,1507041625
12536,1,members,1507041625
12537,36,guests,1507042469
12538,1,members,1507042469
12539,38,guests,1507043312
12540,1,members,1507043312
12541,67,guests,1507044153
12542,1,members,1507044153
12543,83,guests,1507044995
12544,1,members,1507044995
12545,112,guests,1507045840
12546,1,members,1507045840
12547,92,guests,1507046687
12548,1,members,1507046687
12549,119,guests,1507047537
12550,1,members,1507047537
12551,88,guests,1507048379
12552,1,members,1507048379
12553,73,guests,1507049223
12554,1,members,1507049223
12555,73,guests,1507050064
12556,1,members,1507050064
12557,71,guests,1507050909
12558,1,members,1507050909
12559,70,guests,1507051751
12560,1,members,1507051751
12561,82,guests,1507052593
12562,1,members,1507052593
12563,64,guests,1507053434
12564,1,members,1507053434
12565,56,guests,1507054277
12566,1,members,1507054277
12567,52,guests,1507153377
12568,2,members,1507153377
12569,45,guests,1507154219
12570,1,members,1507154219
12571,63,guests,1507155060
12572,1,members,1507155060
12573,62,guests,1507155902
12574,1,members,1507155902
12575,60,guests,1507156752
12576,1,members,1507156752
12577,65,guests,1507157594
12578,2,members,1507157594
12579,79,guests,1507158439
12580,3,members,1507158439
12581,56,guests,1507159288
12582,1,members,1507159288
12583,45,guests,1507160129
12584,1,members,1507160129
12585,49,guests,1507160971
12586,1,members,1507160971
12587,45,guests,1507161815
12588,1,members,1507161815
12589,62,guests,1507162656
12590,1,members,1507162656
12591,48,guests,1507163501
12592,1,members,1507163501
12593,43,guests,1507164343
12594,1,members,1507164343
12595,42,guests,1507165187
12596,1,members,1507165187
12597,42,guests,1507166029
12598,1,members,1507166029
12599,51,guests,1507166870
12600,1,members,1507166870
12601,42,guests,1507167713
12602,1,members,1507167713
12603,48,guests,1507168555
12604,1,members,1507168555
12605,44,guests,1507169398
12606,1,members,1507169398
12607,53,guests,1507170239
12608,1,members,1507170239
12609,53,guests,1507171088
12610,1,members,1507171088
12611,57,guests,1507171929
12612,1,members,1507171929
12613,35,guests,1507172775
12614,1,members,1507172775
12615,50,guests,1507173622
12616,1,members,1507173622
12617,42,guests,1507174469
12618,1,members,1507174469
12619,43,guests,1507175314
12620,1,members,1507175314
12621,41,guests,1507176159
12622,1,members,1507176159
12623,59,guests,1507177002
12624,1,members,1507177002
12625,77,guests,1507177852
12626,1,members,1507177852
12627,56,guests,1507178693
12628,1,members,1507178693
12629,68,guests,1507179536
12630,1,members,1507179536
12631,53,guests,1507180380
12632,1,members,1507180380
12633,60,guests,1507181223
12634,1,members,1507181223
12635,53,guests,1507182065
12636,1,members,1507182065
12637,63,guests,1507182906
12638,1,members,1507182906
12639,54,guests,1507183751
12640,1,members,1507183751
12641,64,guests,1507184592
12642,1,members,1507184592
12643,46,guests,1507185433
12644,1,members,1507185433
12645,55,guests,1507186278
12646,1,members,1507186278
12647,42,guests,1507187126
12648,1,members,1507187126
12649,51,guests,1507187971
12650,1,members,1507187971
12651,39,guests,1507188814
12652,1,members,1507188814
12653,49,guests,1507189661
12654,1,members,1507189661
12655,47,guests,1507190506
12656,1,members,1507190506
12657,63,guests,1507191354
12658,1,members,1507191354
12659,46,guests,1507192198
12660,1,members,1507192198
12661,56,guests,1507193041
12662,1,members,1507193041
12663,40,guests,1507193882
12664,1,members,1507193882
12665,48,guests,1507194724
12666,1,members,1507194724
12667,46,guests,1507195567
12668,1,members,1507195567
12669,42,guests,1507196427
12670,1,members,1507196427
12671,41,guests,1507197269
12672,1,members,1507197269
12673,47,guests,1507198112
12674,1,members,1507198112
12675,41,guests,1507198955
12676,1,members,1507198955
12677,58,guests,1507199809
12678,1,members,1507199809
